,gvkey,data_date,data_year_month,file_year_month,type,international_count,rev_growth_count,rev_slow_count,expense_growth_count,expense_slow_count,lm_positive_count,lm_negative_count,lm_uncertainty_count,lm_litigious_count
32820,16721,6/1/2007,2007-06,2007-08,10-Q,123,17,23,20,10,159,778,797,1033
32821,16721,9/1/2007,2007-09,2007-11,10-Q,144,31,28,30,9,126,447,560,192
32822,16721,12/1/2007,2007-12,2008-02,10-Q,141,33,28,30,12,132,458,538,185
32823,16721,6/1/2008,2008-06,2008-08,10-Q,119,26,20,20,11,163,466,548,392
32824,16721,9/1/2008,2008-09,2008-11,10-Q,145,42,28,24,12,177,533,597,328
32825,16721,12/1/2008,2008-12,2009-02,10-Q,164,35,34,30,23,175,701,680,474
32826,16721,6/1/2009,2009-06,2009-08,10-Q,192,15,30,15,28,217,831,685,846
32827,16721,9/1/2009,2009-09,2009-11,10-Q,213,22,37,17,47,234,1964,1064,2344
32828,16721,12/1/2009,2009-12,2010-02,10-Q,208,15,48,23,46,175,765,738,429
32829,16721,6/1/2010,2010-06,2010-08,10-Q,210,24,37,14,35,193,657,678,233
32830,16721,9/1/2010,2010-09,2010-11,10-Q,239,36,50,14,40,214,697,722,312
32831,16721,12/1/2010,2010-12,2011-02,10-Q,225,47,39,19,39,233,770,754,258
32832,16721,9/1/2011,2011-09,2011-11,10-Q,230,67,24,24,27,212,718,801,269
32833,16721,12/1/2011,2011-12,2012-02,10-Q,253,74,27,22,27,243,779,830,306
32834,16721,6/1/2012,2012-06,2012-08,10-Q,177,19,33,16,14,177,641,691,286
32835,16721,9/1/2012,2012-09,2012-11,10-Q,197,36,36,26,23,179,699,717,288
32836,16721,12/1/2012,2012-12,2013-02,10-Q,199,26,53,22,26,244,821,777,599
32837,16721,6/1/2013,2013-06,2013-08,10-Q,148,19,31,14,17,174,678,647,365
32838,16721,9/1/2013,2013-09,2013-11,10-Q,171,27,43,17,23,187,781,686,437
32839,16721,12/1/2013,2013-12,2014-02,10-Q,165,34,39,19,16,180,753,660,365
32840,16721,6/1/2014,2014-06,2014-08,10-Q,123,29,14,13,10,189,667,633,334
32841,16721,9/1/2014,2014-09,2014-11,10-Q,122,44,14,15,15,190,655,626,284
32842,16721,12/1/2014,2014-12,2015-02,10-Q,120,31,23,17,9,177,600,602,246
32843,16721,6/1/2015,2015-06,2015-08,10-Q,139,9,28,17,10,177,570,599,246
32844,16721,9/1/2015,2015-09,2015-11,10-Q,163,14,39,24,14,203,753,671,556
32845,16721,12/1/2015,2015-12,2016-02,10-Q,164,27,25,24,15,200,624,618,233
32846,16721,6/1/2016,2016-06,2016-08,10-Q,144,18,15,17,9,187,553,560,231
32847,16721,9/1/2016,2016-09,2016-11,10-Q,139,31,20,21,13,209,590,566,240
32848,16721,12/1/2016,2016-12,2017-02,10-Q,136,21,19,22,13,200,708,564,387
32849,16721,6/1/2017,2017-06,2017-08,10-Q,124,18,15,10,12,190,539,538,218
32850,16721,9/1/2017,2017-09,2017-11,10-Q,130,23,18,13,8,212,633,564,347
32851,16721,12/1/2017,2017-12,2018-02,10-Q,124,21,18,14,17,213,594,609,221
32852,16721,6/1/2018,2018-06,2018-08,10-Q,119,15,22,13,9,241,1280,810,1103
32853,16721,9/1/2018,2018-09,2018-11,10-Q,131,17,25,16,11,220,626,588,261
32854,16721,12/1/2018,2018-12,2019-02,10-Q,129,14,28,15,19,223,637,581,269
32855,16721,6/1/2019,2019-06,2019-08,10-Q,152,14,16,14,14,177,556,524,210
32856,16721,9/1/2019,2019-09,2019-11,10-Q,157,22,19,19,8,178,560,521,210
32857,16721,12/1/2019,2019-12,2020-02,10-Q,157,30,11,21,8,181,552,523,218
32858,16721,6/1/2020,2020-06,2020-08,10-Q,156,18,14,18,4,182,517,508,199
32859,16721,9/1/2020,2020-09,2020-11,10-Q,161,14,26,20,7,230,874,669,532
32860,16721,12/1/2020,2020-12,2021-02,10-Q,168,24,20,24,6,196,557,558,227
32861,17874,12/1/2004,2004-12,2006-05,10-K,24,30,17,67,28,294,1355,886,709
32862,17874,12/1/2006,2006-12,2007-03,10-K,39,44,10,128,25,483,1333,1289,812
32863,17874,12/1/2007,2007-12,2008-02,10-K,33,48,15,138,22,409,1746,1294,1246
32864,17874,12/1/2008,2008-12,2009-03,10-K,45,51,26,114,36,308,1317,1224,798
32865,17874,12/1/2009,2009-12,2010-03,10-K,53,39,33,127,30,357,1621,1580,1295
32866,17874,12/1/2010,2010-12,2011-03,10-K,57,30,22,85,34,363,1541,1527,877
32867,17874,12/1/2011,2011-12,2012-02,10-K,59,36,26,84,32,408,1649,1604,1329
32868,17874,12/1/2012,2012-12,2013-03,10-K,100,41,26,104,30,638,2735,2345,2401
32869,17874,12/1/2013,2013-12,2014-02,10-K,79,37,19,34,33,241,1036,667,810
32870,17874,12/1/2014,2014-12,2015-02,10-K,53,40,13,37,19,320,1311,736,1778
32871,17874,12/1/2015,2015-12,2016-02,10-K,60,40,13,30,21,196,732,583,416
32872,17874,12/1/2017,2017-12,2018-02,10-K,81,39,20,29,20,362,1838,971,3761
32873,17874,12/1/2018,2018-12,2019-02,10-K,92,22,19,32,18,279,1092,976,1646
32874,17874,12/1/2019,2019-12,2020-02,10-K,76,16,9,31,20,319,1459,1009,1606
32875,17874,12/1/2020,2020-12,2021-02,10-K,144,20,11,38,23,285,2704,1373,6199
32876,17874,6/1/2006,2006-06,2007-04,10-Q,8,22,5,81,7,86,269,207,174
32877,17874,6/1/2006,2006-06,2007-04,10-Q,8,22,5,81,7,79,261,218,172
32878,17874,9/1/2006,2006-09,2007-04,10-Q,8,24,4,84,4,86,269,207,174
32879,17874,9/1/2006,2006-09,2007-04,10-Q,8,24,4,84,4,79,261,218,172
32880,17874,3/1/2007,2007-03,2007-05,10-Q,7,22,5,59,4,83,270,248,171
32881,17874,6/1/2007,2007-06,2007-08,10-Q,8,40,3,118,3,96,422,361,257
32882,17874,9/1/2007,2007-09,2007-11,10-Q,8,39,6,121,9,91,469,339,272
32883,17874,3/1/2008,2008-03,2008-05,10-Q,13,26,6,50,9,83,474,285,241
32884,17874,6/1/2008,2008-06,2008-08,10-Q,16,45,15,89,17,82,577,322,474
32885,17874,9/1/2008,2008-09,2008-11,10-Q,15,45,16,95,24,379,1809,686,1841
32886,17874,3/1/2009,2009-03,2009-05,10-Q,10,17,8,49,8,68,381,316,154
32887,17874,6/1/2009,2009-06,2009-08,10-Q,15,25,17,91,11,85,366,488,93
32888,17874,9/1/2009,2009-09,2009-11,10-Q,28,32,15,97,16,142,1344,769,1302
32889,17874,3/1/2010,2010-03,2010-05,10-Q,12,8,6,32,7,99,1017,525,1020
32890,17874,6/1/2010,2010-06,2010-08,10-Q,8,12,4,38,17,110,766,363,1126
32891,17874,9/1/2010,2010-09,2010-11,10-Q,7,13,4,35,11,65,304,304,155
32892,17874,3/1/2011,2011-03,2011-05,10-Q,5,12,3,25,7,79,250,276,206
32893,17874,6/1/2011,2011-06,2011-08,10-Q,7,17,1,29,13,77,385,304,454
32894,17874,9/1/2011,2011-09,2011-11,10-Q,6,17,3,38,6,65,301,311,185
32895,17874,3/1/2012,2012-03,2012-04,10-Q,9,9,3,26,3,52,190,160,109
32896,17874,6/1/2012,2012-06,2012-07,10-Q,7,14,4,43,8,54,261,222,143
32897,17874,9/1/2012,2012-09,2012-10,10-Q,38,27,25,70,26,347,1466,1288,862
32898,17874,3/1/2013,2013-03,2013-04,10-Q,10,4,6,20,8,53,463,237,404
32899,17874,6/1/2013,2013-06,2013-08,10-Q,39,19,8,25,12,734,4509,1440,8300
32900,17874,3/1/2014,2014-03,2014-05,10-Q,15,17,3,6,5,37,211,131,187
32901,17874,6/1/2014,2014-06,2014-07,10-Q,17,17,5,12,2,45,242,147,214
32902,17874,9/1/2014,2014-09,2014-10,10-Q,21,16,4,7,4,54,213,146,338
32903,17874,3/1/2015,2015-03,2015-04,10-Q,13,24,3,12,7,74,234,111,539
32904,17874,6/1/2015,2015-06,2015-07,10-Q,16,20,5,9,6,76,143,99,103
32905,17874,9/1/2015,2015-09,2015-10,10-Q,19,18,9,10,8,81,238,122,231
32906,17874,3/1/2016,2016-03,2016-04,10-Q,15,12,2,11,6,38,257,144,470
32907,17874,6/1/2016,2016-06,2016-07,10-Q,15,17,6,13,4,101,810,332,2080
32908,17874,9/1/2016,2016-09,2016-10,10-Q,17,24,3,13,4,55,181,161,348
32909,17874,3/1/2017,2017-03,2017-04,10-Q,17,16,4,9,11,91,429,207,761
32910,17874,6/1/2017,2017-06,2017-07,10-Q,21,21,6,12,11,72,235,159,534
32911,17874,9/1/2017,2017-09,2017-10,10-Q,14,24,10,13,16,123,1731,574,4442
32912,17874,3/1/2018,2018-03,2018-05,10-Q,24,15,11,12,7,147,586,372,1122
32913,17874,6/1/2018,2018-06,2018-08,10-Q,26,20,11,22,8,148,368,356,411
32914,17874,9/1/2018,2018-09,2018-10,10-Q,21,18,8,24,12,192,1926,714,4893
32915,17874,3/1/2019,2019-03,2019-04,10-Q,24,12,2,11,7,41,172,146,125
32916,17874,6/1/2019,2019-06,2019-07,10-Q,27,16,5,24,10,105,510,364,564
32917,17874,9/1/2019,2019-09,2019-10,10-Q,27,15,9,19,15,97,359,319,315
32918,17874,3/1/2020,2020-03,2020-05,10-Q,33,14,13,23,7,272,2590,1076,5304
32919,17874,6/1/2020,2020-06,2020-08,10-Q,57,11,10,27,14,115,654,482,777
32920,17874,9/1/2020,2020-09,2020-11,10-Q,38,17,8,25,13,124,1151,571,1534
32921,17928,12/1/2013,2013-12,2014-02,10-K,349,33,11,43,33,405,955,1189,684
32922,17928,12/1/2014,2014-12,2015-02,10-K,333,28,10,48,32,346,1166,1267,1056
32923,17928,12/1/2015,2015-12,2016-02,10-K,361,33,13,49,26,318,1052,1193,762
32924,17928,12/1/2016,2016-12,2017-02,10-K,346,30,23,49,28,489,1925,1644,2021
32925,17928,12/1/2017,2017-12,2018-02,10-K,339,27,31,41,30,398,1385,1447,1101
32926,17928,12/1/2018,2018-12,2019-02,10-K,335,30,31,41,32,396,1541,1446,1358
32927,17928,12/1/2019,2019-12,2020-02,10-K,400,26,17,26,28,329,1222,1143,1187
32928,17928,12/1/2020,2020-12,2021-02,10-K,388,17,25,26,25,352,1163,1139,810
32929,17928,3/1/2013,2013-03,2013-05,10-Q,68,11,6,15,5,63,254,313,671
32930,17928,6/1/2013,2013-06,2013-08,10-Q,80,13,8,21,9,55,162,210,141
32931,17928,9/1/2013,2013-09,2013-10,10-Q,74,13,8,19,10,56,175,265,115
32932,17928,3/1/2014,2014-03,2014-05,10-Q,50,10,1,16,9,58,163,189,250
32933,17928,6/1/2014,2014-06,2014-07,10-Q,71,22,2,28,12,66,154,191,97
32934,17928,9/1/2014,2014-09,2014-10,10-Q,61,21,2,29,9,57,153,213,98
32935,17928,3/1/2015,2015-03,2015-04,10-Q,63,14,2,18,7,53,211,204,309
32936,17928,6/1/2015,2015-06,2015-07,10-Q,79,18,2,24,11,61,181,212,113
32937,17928,9/1/2015,2015-09,2015-10,10-Q,78,20,1,25,11,61,240,238,320
32938,17928,3/1/2016,2016-03,2016-05,10-Q,53,8,3,13,9,54,159,210,100
32939,17928,6/1/2016,2016-06,2016-07,10-Q,77,13,7,24,12,86,307,324,149
32940,17928,9/1/2016,2016-09,2016-11,10-Q,114,16,17,38,21,216,1277,960,1279
32941,17928,3/1/2017,2017-03,2017-05,10-Q,63,9,5,11,6,101,376,359,649
32942,17928,6/1/2017,2017-06,2017-08,10-Q,72,14,10,17,8,71,183,252,90
32943,17928,9/1/2017,2017-09,2017-10,10-Q,65,13,8,16,6,69,181,244,98
32944,17928,3/1/2018,2018-03,2018-05,10-Q,68,11,7,13,7,82,176,247,522
32945,17928,6/1/2018,2018-06,2018-07,10-Q,88,24,15,16,6,84,162,273,227
32946,17928,9/1/2018,2018-09,2018-10,10-Q,90,22,13,18,9,91,169,282,212
32947,17928,3/1/2019,2019-03,2019-05,10-Q,81,13,4,9,7,74,270,263,495
32948,17928,6/1/2019,2019-06,2019-07,10-Q,125,22,5,16,3,53,103,196,108
32949,17928,9/1/2019,2019-09,2019-11,10-Q,117,24,5,8,7,47,108,188,103
32950,17928,3/1/2020,2020-03,2020-04,10-Q,70,18,3,5,4,60,244,240,861
32951,17928,6/1/2020,2020-06,2020-07,10-Q,100,10,22,6,8,49,144,141,120
32952,17928,9/1/2020,2020-09,2020-10,10-Q,103,11,18,9,4,56,141,139,124
32953,18043,6/1/2013,2013-06,2013-09,10-K,599,32,30,26,32,511,1772,1333,1859
32954,18043,6/1/2014,2014-06,2014-08,10-K,599,44,39,24,45,355,1545,1192,1130
32955,18043,6/1/2015,2015-06,2015-08,10-K,589,49,46,24,48,370,1396,1227,925
32956,18043,6/1/2016,2016-06,2016-08,10-K,530,40,51,26,49,397,1549,1272,1103
32957,18043,6/1/2017,2017-06,2017-08,10-K,567,43,56,28,54,406,1502,1279,754
32958,18043,6/1/2018,2018-06,2018-08,10-K,627,58,45,48,56,641,5488,2820,10613
32959,18043,6/1/2019,2019-06,2019-08,10-K,572,31,40,36,50,336,1350,1242,762
32960,18043,6/1/2020,2020-06,2020-08,10-K,677,23,62,27,49,312,1461,1215,872
32961,18043,9/1/2013,2013-09,2013-11,10-Q,239,15,28,15,12,125,717,468,561
32962,18043,3/1/2014,2014-03,2014-05,10-Q,282,26,34,16,17,169,771,508,619
32963,18043,9/1/2014,2014-09,2014-11,10-Q,209,25,15,16,8,149,710,448,549
32964,18043,3/1/2015,2015-03,2015-05,10-Q,275,25,43,18,18,187,1001,594,856
32965,18043,9/1/2015,2015-09,2015-11,10-Q,222,10,31,10,16,143,839,542,577
32966,18043,12/1/2015,2015-12,2016-02,10-Q,275,11,58,15,24,157,904,601,593
32967,18043,3/1/2016,2016-03,2016-05,10-Q,260,18,52,24,19,172,909,625,634
32968,18043,9/1/2016,2016-09,2016-11,10-Q,157,18,18,5,14,106,396,305,379
32969,18043,12/1/2016,2016-12,2017-02,10-Q,226,32,33,5,34,143,477,396,226
32970,18043,3/1/2017,2017-03,2017-05,10-Q,232,41,21,24,23,173,807,494,791
32971,18043,9/1/2017,2017-09,2017-11,10-Q,139,27,9,10,6,92,563,317,711
32972,18043,12/1/2017,2017-12,2018-02,10-Q,192,52,17,22,25,90,331,268,182
32973,18043,3/1/2018,2018-03,2018-05,10-Q,235,54,17,25,23,112,489,377,510
32974,18043,9/1/2018,2018-09,2018-11,10-Q,142,28,21,23,17,75,268,262,168
32975,18043,12/1/2018,2018-12,2019-02,10-Q,185,47,40,40,27,99,395,326,177
32976,18043,3/1/2019,2019-03,2019-05,10-Q,219,41,50,24,35,143,807,459,814
32977,18043,9/1/2019,2019-09,2019-11,10-Q,139,9,26,6,14,51,215,205,98
32978,18043,12/1/2019,2019-12,2020-02,10-Q,218,16,54,16,17,203,2827,1111,6954
32979,18043,3/1/2020,2020-03,2020-05,10-Q,223,14,63,13,29,76,472,319,170
32980,18043,9/1/2020,2020-09,2020-11,10-Q,147,22,17,11,10,56,221,179,94
32981,18043,12/1/2020,2020-12,2021-02,10-Q,212,47,24,24,9,102,318,232,117
32982,18699,9/1/2002,2002-09,2003-01,10-K,78,10,26,9,18,252,603,446,488
32983,18699,9/1/2003,2003-09,2003-12,10-K,128,15,26,10,26,252,754,545,436
32984,18699,9/1/2004,2004-09,2004-12,10-K,146,22,32,12,24,313,712,696,821
32985,18699,9/1/2005,2005-09,2005-12,10-K,168,45,19,26,32,296,612,621,318
32986,18699,9/1/2006,2006-09,2006-12,10-K,187,52,19,30,35,271,599,730,389
32987,18699,9/1/2007,2007-09,2007-11,10-K,272,59,31,21,31,289,909,715,440
32988,18699,9/1/2008,2008-09,2008-11,10-K,271,51,26,19,18,259,661,744,435
32989,18699,9/1/2009,2009-09,2009-11,10-K,264,39,56,15,29,193,698,596,538
32990,18699,9/1/2010,2010-09,2010-11,10-K,258,55,61,16,31,239,761,615,654
32991,18699,9/1/2011,2011-09,2011-11,10-K,291,86,30,22,19,238,562,669,492
32992,18699,9/1/2012,2012-09,2012-11,10-K,300,102,39,25,30,236,650,673,524
32993,18699,9/1/2013,2013-09,2013-11,10-K,329,53,48,19,24,183,650,673,443
32994,18699,9/1/2014,2014-09,2014-11,10-K,317,56,45,19,32,208,728,761,593
32995,18699,9/1/2015,2015-09,2015-11,10-K,330,29,41,16,38,232,929,801,1056
32996,18699,9/1/2016,2016-09,2016-11,10-K,298,20,31,18,33,240,1258,998,1353
32997,18699,9/1/2017,2017-09,2017-11,10-K,291,31,30,36,27,257,780,865,685
32998,18699,9/1/2018,2018-09,2018-11,10-K,256,36,27,30,30,391,1361,955,1163
32999,18699,9/1/2019,2019-09,2019-11,10-K,325,29,27,23,33,347,1088,795,862
33000,18699,9/1/2020,2020-09,2020-11,10-K,279,25,18,17,17,206,752,665,547
33001,18699,3/1/2001,2001-03,2001-05,10-Q,19,22,11,3,6,94,182,161,112
33002,18699,6/1/2001,2001-06,2001-08,10-Q,21,21,15,4,7,106,194,183,113
33003,18699,12/1/2001,2001-12,2002-02,10-Q,20,11,28,2,7,111,149,164,32
33004,18699,3/1/2002,2002-03,2002-05,10-Q,18,9,37,3,13,119,227,234,119
33005,18699,6/1/2002,2002-06,2002-08,10-Q,18,9,38,3,11,131,225,212,56
33006,18699,12/1/2002,2002-12,2003-02,10-Q,17,11,24,5,9,150,411,275,302
33007,18699,3/1/2003,2003-03,2003-05,10-Q,20,15,28,4,17,158,388,308,111
33008,18699,6/1/2003,2003-06,2003-08,10-Q,24,14,36,5,27,152,478,337,265
33009,18699,1/1/2004,2004-01,2004-02,10-Q,29,12,27,2,24,177,397,313,147
33010,18699,4/1/2004,2004-04,2004-05,10-Q,36,12,29,1,28,189,437,331,238
33011,18699,7/1/2004,2004-07,2004-08,10-Q,37,19,21,3,28,228,543,501,532
33012,18699,1/1/2005,2005-01,2005-02,10-Q,53,31,11,4,19,174,333,307,123
33013,18699,4/1/2005,2005-04,2005-05,10-Q,58,39,12,6,16,177,403,376,213
33014,18699,7/1/2005,2005-07,2005-08,10-Q,60,39,16,8,11,211,517,446,508
33015,18699,12/1/2005,2005-12,2006-02,10-Q,56,43,17,11,1,142,310,284,120
33016,18699,4/1/2006,2006-04,2006-05,10-Q,48,42,5,9,4,98,783,421,1998
33017,18699,7/1/2006,2006-07,2006-08,10-Q,51,46,5,9,5,84,191,216,99
33018,18699,12/1/2006,2006-12,2007-02,10-Q,49,43,2,8,4,76,144,160,65
33019,18699,3/1/2007,2007-03,2007-05,10-Q,51,40,2,10,3,69,117,150,72
33020,18699,6/1/2007,2007-06,2007-08,10-Q,67,31,10,9,9,75,194,166,98
33021,18699,12/1/2007,2007-12,2008-02,10-Q,75,27,7,15,4,91,182,227,90
33022,18699,3/1/2008,2008-03,2008-05,10-Q,70,28,6,15,3,74,157,206,87
33023,18699,6/1/2008,2008-06,2008-08,10-Q,71,35,4,19,2,90,271,249,241
33024,18699,1/1/2009,2009-01,2009-02,10-Q,68,17,17,11,9,54,236,217,91
33025,18699,4/1/2009,2009-04,2009-05,10-Q,99,17,30,8,18,72,397,318,442
33026,18699,7/1/2009,2009-07,2009-08,10-Q,98,11,38,7,22,55,293,204,127
33027,18699,1/1/2010,2010-01,2010-02,10-Q,88,20,21,8,11,68,143,144,100
33028,18699,4/1/2010,2010-04,2010-05,10-Q,118,33,17,10,11,151,592,273,886
33029,18699,7/1/2010,2010-07,2010-08,10-Q,122,33,12,8,9,76,194,182,125
33030,18699,1/1/2011,2011-01,2011-02,10-Q,86,25,10,8,11,68,158,165,232
33031,18699,4/1/2011,2011-04,2011-05,10-Q,95,43,10,10,7,76,128,192,121
33032,18699,7/1/2011,2011-07,2011-08,10-Q,116,48,4,9,8,85,418,284,692
33033,18699,12/1/2011,2011-12,2012-02,10-Q,105,43,4,7,11,85,206,219,201
33034,18699,3/1/2012,2012-03,2012-05,10-Q,112,46,21,12,14,63,306,229,304
33035,18699,6/1/2012,2012-06,2012-07,10-Q,127,47,15,12,18,68,242,232,136
33036,18699,12/1/2012,2012-12,2013-02,10-Q,111,28,11,9,22,109,219,241,144
33037,18699,3/1/2013,2013-03,2013-05,10-Q,127,26,20,6,19,73,241,253,188
33038,18699,6/1/2013,2013-06,2013-08,10-Q,142,27,32,8,17,64,246,250,147
33039,18699,12/1/2013,2013-12,2014-02,10-Q,112,20,10,3,23,101,905,625,2150
33040,18699,6/1/2014,2014-06,2014-08,10-Q,128,40,21,10,20,72,236,290,132
33041,18699,1/1/2015,2015-01,2015-02,10-Q,97,23,22,11,8,61,225,298,175
33042,18699,4/1/2015,2015-04,2015-05,10-Q,120,24,29,9,14,90,358,366,376
33043,18699,7/1/2015,2015-07,2015-08,10-Q,124,17,35,10,16,68,262,333,201
33044,18699,1/1/2016,2016-01,2016-02,10-Q,131,12,14,10,14,73,280,309,243
33045,18699,4/1/2016,2016-04,2016-05,10-Q,156,17,18,9,15,96,363,372,169
33046,18699,7/1/2016,2016-07,2016-08,10-Q,133,14,16,11,14,96,382,383,303
33047,18699,12/1/2016,2016-12,2017-02,10-Q,107,8,12,6,10,79,317,299,294
33048,18699,4/1/2017,2017-04,2017-05,10-Q,117,19,7,15,13,77,286,308,187
33049,18699,7/1/2017,2017-07,2017-08,10-Q,124,18,13,21,15,72,302,300,188
33050,18699,12/1/2017,2017-12,2018-02,10-Q,122,17,14,13,17,64,262,300,174
33051,18699,3/1/2018,2018-03,2018-05,10-Q,121,22,12,17,16,68,271,296,172
33052,18699,6/1/2018,2018-06,2018-08,10-Q,125,18,14,20,18,198,801,412,672
33053,18699,12/1/2018,2018-12,2019-02,10-Q,118,17,12,12,18,69,272,318,238
33054,18699,3/1/2019,2019-03,2019-05,10-Q,125,16,14,17,21,70,311,328,237
33055,18699,6/1/2019,2019-06,2019-08,10-Q,212,17,15,22,28,89,385,315,387
33056,18699,12/1/2019,2019-12,2020-01,10-Q,128,5,6,5,6,86,443,289,581
33057,18699,3/1/2020,2020-03,2020-05,10-Q,137,14,13,7,11,82,457,294,504
33058,18699,6/1/2020,2020-06,2020-08,10-Q,137,22,11,13,8,40,248,200,138
33059,18699,12/1/2020,2020-12,2021-02,10-Q,139,16,7,8,7,48,202,185,144
33060,20228,6/1/2014,2014-06,2014-09,10-K,350,52,17,20,21,527,1253,1013,623
33061,20228,6/1/2015,2015-06,2015-09,10-K,325,58,10,18,20,391,1371,1089,1132
33062,20228,6/1/2016,2016-06,2016-08,10-K,345,55,18,23,18,447,1477,1123,1479
33063,20228,6/1/2017,2017-06,2017-08,10-K,321,53,12,24,18,430,1522,1090,1328
33064,20228,6/1/2018,2018-06,2018-08,10-K,400,58,13,22,23,504,2545,1375,2616
33065,20228,6/1/2019,2019-06,2019-08,10-K,355,46,14,16,15,483,1197,1093,1178
33066,20228,6/1/2020,2020-06,2020-08,10-K,305,58,17,16,18,396,924,943,728
33067,20228,12/1/2014,2014-12,2015-02,10-Q,131,36,2,7,8,101,399,260,136
33068,20228,3/1/2015,2015-03,2015-05,10-Q,105,34,2,4,10,77,342,247,121
33069,20228,9/1/2015,2015-09,2015-11,10-Q,89,22,4,5,6,-1,19,4,23
33070,20228,9/1/2015,2015-09,2015-11,10-Q,89,22,4,5,6,60,292,218,110
33071,20228,12/1/2015,2015-12,2016-02,10-Q,120,31,10,11,9,84,338,262,122
33072,20228,3/1/2016,2016-03,2016-05,10-Q,121,24,15,12,8,89,373,260,130
33073,20228,9/1/2016,2016-09,2016-11,10-Q,91,14,5,10,5,64,287,242,111
33074,20228,12/1/2016,2016-12,2017-02,10-Q,114,30,5,13,17,84,347,262,159
33075,20228,3/1/2017,2017-03,2017-05,10-Q,111,42,2,11,10,86,345,268,154
33076,20228,9/1/2017,2017-09,2017-11,10-Q,92,18,3,4,5,77,857,494,1142
33077,20228,12/1/2017,2017-12,2018-02,10-Q,156,36,8,9,12,76,356,316,179
33078,20228,3/1/2018,2018-03,2018-05,10-Q,157,30,9,9,14,77,337,313,169
33079,20228,9/1/2018,2018-09,2018-11,10-Q,116,13,11,4,7,116,328,228,165
33080,20228,12/1/2018,2018-12,2019-02,10-Q,150,27,16,6,9,77,520,337,639
33081,20228,3/1/2019,2019-03,2019-05,10-Q,139,28,17,5,6,121,1276,667,1668
33082,20228,9/1/2019,2019-09,2019-11,10-Q,96,22,3,5,2,121,623,373,677
33083,20228,12/1/2019,2019-12,2020-02,10-Q,123,35,12,7,3,66,222,201,83
33084,20228,3/1/2020,2020-03,2020-05,10-Q,136,41,9,5,8,68,272,264,90
33085,20228,9/1/2020,2020-09,2020-11,10-Q,101,18,8,5,6,68,298,240,100
33086,20228,12/1/2020,2020-12,2021-02,10-Q,134,36,11,11,9,78,271,225,82
33087,20232,10/1/2014,2014-10,2014-12,10-K,235,23,24,19,32,225,811,826,543
33088,20232,10/1/2015,2015-10,2015-12,10-K,266,25,27,16,33,439,1672,1138,2449
33089,20232,10/1/2016,2016-10,2016-12,10-K,326,35,29,21,41,248,951,956,842
33090,20232,10/1/2017,2017-10,2017-12,10-K,338,56,25,29,34,295,918,936,496
33091,20232,10/1/2018,2018-10,2018-12,10-K,338,68,24,34,28,328,965,921,554
33092,20232,10/1/2019,2019-10,2019-12,10-K,371,57,16,26,24,335,780,753,495
33093,20232,10/1/2020,2020-10,2020-12,10-K,394,35,35,25,36,368,976,830,587
33094,20232,1/1/2015,2015-01,2015-03,10-Q,106,12,10,16,8,105,493,516,276
33095,20232,4/1/2015,2015-04,2015-06,10-Q,126,15,13,19,15,121,500,503,272
33096,20232,7/1/2015,2015-07,2015-09,10-Q,130,6,21,11,22,133,509,505,285
33097,20232,1/1/2016,2016-01,2016-03,10-Q,123,13,14,11,11,111,503,481,272
33098,20232,4/1/2016,2016-04,2016-06,10-Q,139,14,17,13,8,121,522,486,267
33099,20232,7/1/2016,2016-07,2016-09,10-Q,154,27,14,17,11,114,516,483,257
33100,20232,1/1/2017,2017-01,2017-02,10-Q,134,23,11,12,11,146,603,523,304
33101,20232,4/1/2017,2017-04,2017-06,10-Q,163,29,19,15,12,144,612,533,278
33102,20232,7/1/2017,2017-07,2017-09,10-Q,162,33,20,21,11,154,619,539,278
33103,20232,1/1/2018,2018-01,2018-03,10-Q,140,25,19,21,10,154,569,541,249
33104,20232,4/1/2018,2018-04,2018-06,10-Q,147,42,10,19,9,169,579,537,256
33105,20232,7/1/2018,2018-07,2018-08,10-Q,160,44,11,25,10,165,594,526,259
33106,20232,1/1/2019,2019-01,2019-03,10-Q,120,31,8,15,6,165,562,516,322
33107,20232,4/1/2019,2019-04,2019-05,10-Q,193,35,12,21,6,163,556,484,259
33108,20232,7/1/2019,2019-07,2019-08,10-Q,189,33,16,16,11,160,557,469,260
33109,20232,1/1/2020,2020-01,2020-03,10-Q,180,32,13,12,5,132,506,423,244
33110,20232,4/1/2020,2020-04,2020-06,10-Q,192,10,44,8,14,134,614,480,267
33111,20232,7/1/2020,2020-07,2020-09,10-Q,199,12,38,8,15,136,624,493,260
33112,20548,12/1/2001,2001-12,2002-02,10-K,13,35,20,34,15,246,898,714,1780
33113,20548,12/1/2002,2002-12,2003-02,10-K,16,19,34,34,27,153,562,470,408
33114,20548,12/1/2003,2003-12,2004-02,10-K,13,16,15,28,19,139,550,483,431
33115,20548,12/1/2004,2004-12,2005-03,10-K,48,20,13,24,18,126,677,536,632
33116,20548,12/1/2005,2005-12,2006-03,10-K,62,24,14,33,20,250,1156,864,1605
33117,20548,12/1/2006,2006-12,2007-02,10-K,70,29,13,44,18,342,1759,1048,2676
33118,20548,12/1/2007,2007-12,2008-02,10-K,77,23,16,32,41,179,570,759,449
33119,20548,12/1/2008,2008-12,2009-02,10-K,72,24,9,39,37,270,1352,1112,2043
